geoid_hashed,DADI,DACI,DAGI,DAEI,Inquiries,Google,BLS Job Openings,BLS Current Employment,BLS Future Employment,BLS Generalist Jobs,BLS Gen Jobs Opennings,2019 Completion
a13588,2.55,0.36,9.21,23.15,5,13.668,2.4058,24.737,26.042,0.023081,0.021231,0
a13589,2.48,0.35,8.97,22.67,3,5.9649,1.0633,11.057,11.52,0.010073,0.0093645,0
a13590,2.51,0.35,8.86,22.48,11,15.337,2.7277,28.451,29.559,0.0259,0.024026,0
a13591,2.35,0.34,8.44,21.45,2,22.499,3.9482,43.092,42.938,0.037994,0.035146,0
a13592,2.86,0.39,8.94,23.27,17,24.628,4.3568,48.721,47.476,0.041589,0.038028,0
a13593,2.7,0.37,9,22.97,3,17.44,3.106,34.71,33.844,0.02945,0.027087,0
a13594,2.5,0.33,8.24,21.3,1,15.204,2.7,29.833,29.393,0.025675,0.02332,0
a13595,2.86,0.53,10.24,25.7,2,11.947,2.125,23.836,23.162,0.020175,0.018576,0
a13596,3.03,0.44,9.87,25.28,3,14.011,2.4969,27.743,27.194,0.02366,0.021144,0
a13597,3.26,0.58,11.2,27.94,7,22.619,4.0627,45.898,44.308,0.038197,0.035086,0
a13598,3.5,0.54,11.2,28.27,6,26.018,4.8326,53.704,52.634,0.043936,0.040223,0
a13599,3.23,0.67,14.02,33.94,5,21.838,4.046,43.626,43.959,0.036878,0.033346,0
a13600,3.46,0.67,13.3,32.43,2,20.843,3.5789,39.622,38.967,0.035197,0.031795,0
a13601,3.38,0.67,13.73,33.18,7,12.17,2.0767,23.329,22.638,0.020552,0.018338,0
a13602,3.15,0.65,13.29,32.57,12,27.975,4.927,51.073,53.367,0.047241,0.044113,0
a13603,3.25,0.65,13.05,32.01,23,13.972,2.4887,26.048,26.976,0.023595,0.022112,0
a13604,3.32,0.64,12.64,31.08,8,17.465,3.0385,33.329,33.058,0.029494,0.026862,0
a13605,3.21,0.63,12.5,30.86,12,26.408,4.6102,49.115,50.042,0.044596,0.041264,0
a13606,3.2,0.64,12.89,31.75,16,19.414,3.396,34.028,36.689,0.032784,0.030242,0
a13607,3.08,0.63,12.65,31.33,9,22.044,3.8374,40.365,41.611,0.037226,0.03428,0
a13608,2.74,0.6,12.78,31.64,5,20.16,3.6267,40.409,39.508,0.034045,0.031339,0
a13609,2.36,0.55,11.28,28.07,14,32.88,5.9067,66.142,64.372,0.055524,0.051184,0
a13610,2.68,0.54,10.99,27.35,10,31.232,5.7182,62.987,62.233,0.052741,0.047722,0
a13611,2.24,0.49,10.24,25.25,9,19.049,3.4884,38.713,37.989,0.032168,0.028905,0
a13612,2.6,0.5,9.74,24.36,3,9.5781,1.7247,19.011,18.772,0.016175,0.014748,0
a13613,2.44,0.36,9.26,23.13,7,16.084,2.4893,26.406,27.011,0.02716,0.025015,0
a13614,2.32,0.35,8.89,22.23,6,21.319,3.2772,35.243,35.598,0.036001,0.032733,0
a13615,2.25,0.34,8.54,21.46,1,9.1104,1.5563,16.835,16.913,0.015385,0.014079,0
a13616,2.23,0.46,8.99,22.32,18,22.285,4.0792,43.835,44.308,0.037632,0.034114,0
a13617,2.17,0.47,9.32,22.9,3,17.577,3.2222,35.243,35.048,0.029682,0.027458,0
a13618,2.03,0.27,8.53,20.98,0,10.818,1.905,21.345,20.762,0.018269,0.016591,0
a13619,2.03,0.47,9.52,23.4,2,16.796,3.042,33.984,33.146,0.028363,0.025982,0
a13620,1.25,0.3,9.31,22.49,3,33.322,6.8381,74.927,74.39,0.06293,0.057734,0
a13621,1.4,0.33,10.27,24.86,1,33.514,6.9513,76.045,75.612,0.063292,0.058525,0
a13622,1.7,0.35,9.8,23.89,0,15.556,2.7609,29.859,30.004,0.026269,0.023556,0
a13623,1.88,0.33,9.44,23.24,0,15.938,2.9043,31.458,31.566,0.026914,0.024421,0
a13624,1.9,0.51,10.68,26.26,2,12.277,2.1819,24.684,23.799,0.020733,0.019138,0
a13625,1.92,0.55,12.32,30.23,2,22.611,4.0749,46.003,44.439,0.038183,0.035081,0
a13626,2.08,0.66,15.61,37.21,1,10.99,2.0083,22.499,21.888,0.018559,0.017052,0
a13627,2.45,0.63,14.74,35.27,12,26.705,4.7716,53.8,52.031,0.045096,0.041222,0
a13628,2.81,0.66,15.25,36.48,10,24.928,4.4357,47.812,48.191,0.042096,0.038817,0
a13629,3.01,0.66,14.57,35.1,5,18.075,3.2933,37.044,35.904,0.030523,0.028195,0
a13630,3.45,0.72,15.01,35.72,8,13.106,2.3372,25.13,25.387,0.022131,0.020506,0
a13631,3.8,0.72,14.24,33.87,4,8.2221,1.502,16.966,16.381,0.013885,0.012465,0
a13632,3.71,0.67,12.76,31.3,3,11.149,1.9972,22.254,21.757,0.018827,0.016904,0
a13633,4.5,0.63,12.2,31.66,8,14.599,2.6975,30.156,29.393,0.024653,0.022709,0
a13634,4.79,0.89,11.78,31.23,14,31.721,5.9957,65.923,65.244,0.053567,0.048391,0
a13635,4.28,0.61,12.24,31.34,8,21.834,4.0133,44.648,43.714,0.036871,0.033317,0
a13636,3.85,0.54,11.32,29.1,8,17.611,3.2657,36.126,35.554,0.02974,0.02688,0
a13637,3.17,0.66,8.81,23.6,0,25.241,4.3919,48.372,47.799,0.042625,0.038248,0
a13638,3.34,0.68,9.53,25.31,5,21.508,4.0308,44.43,43.871,0.03632,0.032925,0
a13639,4.26,0.75,13.84,33.58,14,30.773,5.6319,63.074,61.378,0.051966,0.047611,0
a13640,2.45,0.5,9.78,24.26,9,25.718,4.7585,49.884,51.586,0.043429,0.040196,0
a13641,2.64,0.39,9.57,24.05,16,28.739,5.1224,56.536,55.758,0.048531,0.043721,0
a13642,3.11,0.59,11.82,29.16,8,19.049,3.486,39.019,37.989,0.032168,0.029745,0
a13643,2.96,0.56,11.18,27.76,1,15.165,2.4672,27.411,26.871,0.02561,0.023417,0
a13644,2.92,0.42,8.73,23.05,3,9.2391,1.7138,18.959,18.659,0.015602,0.014002,0
a13645,2.9,0.61,8.2,21.58,1,7.4325,1.3916,15.498,15.159,0.012551,0.011528,0
a13646,2.79,0.6,8.18,21.6,3,17.732,3.214,36.257,35.048,0.029943,0.026938,0
a13647,2.69,0.51,10.11,25.25,0,8.9773,1.6622,18.102,18.074,0.01516,0.013568,0
a13649,4.79,0.7,12.6,32.7,11,19.899,2.2881,25.42,25.334,0.059011,0.052669,0
a13650,5.1,0.77,12.74,32.96,13,21.443,2.4959,27.67,27.629,0.063592,0.056428,0
a13651,5.04,0.77,13.79,33.74,6,14.131,1.6062,18.056,17.805,0.041907,0.036979,0
a13652,5.31,0.83,13.03,32.8,9,21.22,2.4402,27.321,27.039,0.06293,0.05705,0
a13653,5.11,0.92,13.26,31.01,10,9.93,1.2343,13.427,13.639,0.029448,0.026754,0
a13654,5.17,0.88,13.1,31.02,28,28.648,3.25,34.071,35.788,0.084959,0.076574,0
a13655,5.31,0.91,12.96,31.16,20,24.336,2.7461,30.077,30.364,0.07217,0.064527,0
a13656,5.38,0.89,12.98,31.68,23,26.125,2.9212,32.243,32.324,0.077476,0.06956,0
a13657,5.23,0.86,13.21,31.39,14,14.23,1.9511,21.505,21.586,0.0422,0.037567,0
a13658,5.48,0.87,13.05,32.29,4,13.814,1.6039,17.781,17.755,0.040965,0.036371,0
a13659,5.29,0.89,13.2,32.21,3,11.359,1.29,14.35,14.285,0.033686,0.030301,0
a13660,4.72,0.85,13.98,30.96,16,39.42,4.5546,50.553,50.424,0.1169,0.10501,0
a13661,4.8,0.87,14.35,32.36,9,24.387,2.8302,31.174,31.31,0.072322,0.064568,0
a13662,5.14,0.95,12.71,29.52,11,40.213,4.9603,54.327,54.846,0.11926,0.10655,0
a13663,4.67,0.86,13.4,29.37,26,27.507,3.3715,37.587,37.342,0.081574,0.073678,0
a13664,4.49,0.85,12.28,25.5,0,7.5355,0.90777,10.159,10.058,0.022347,0.01993,0
a13665,4.59,0.86,12.49,26.69,9,22.079,2.6164,29.318,28.993,0.065476,0.05913,0
a13666,4.4,0.79,12.83,26.56,6,16.89,2.0709,22.883,22.917,0.05009,0.044495,0
a13667,4.12,0.85,15.6,33.49,17,26.816,3.1,33.345,34.217,0.079525,0.07166,0
a13668,4.97,0.81,14.21,33.18,8,23.344,2.7746,30.758,30.714,0.06923,0.061238,0
a13669,4.69,0.79,14.8,34.48,12,29.73,3.5425,38.796,39.168,0.088166,0.079829,0
a13670,4.67,0.75,14.21,34.26,8,23.147,2.7235,30.229,30.152,0.068644,0.062228,0
a13671,4.11,0.82,15.56,35.37,6,17.65,2.2721,25.527,25.184,0.052342,0.046341,0
a13672,4.37,0.86,15.19,34.5,1,44.925,5.2843,59.08,58.544,0.13323,0.11887,0
a13673,4.53,0.88,15.09,34.3,3,26.164,2.7796,30.24,30.714,0.077591,0.069158,0
a13674,4.38,0.83,15.12,35.12,1,26.263,2.703,29.059,29.834,0.077884,0.070359,0
a13675,4.15,0.81,15.17,30.6,17,17.298,2.06,21.932,22.717,0.051299,0.046214,0
a13676,3.65,0.79,16.49,32.38,7,16.697,1.9665,21.527,21.742,0.049517,0.043848,0
a13677,4.23,0.81,14.52,29.1,7,22.216,2.6038,29.121,28.849,0.065883,0.059166,0
a13678,4.32,0.81,14.82,34.41,8,28.151,33.399,372.19,369.36,0.083483,0.074495,0
a13679,4.19,0.79,14.92,34.88,9,17.088,20.931,229.22,231.09,0.050675,0.045875,0
a13680,3.94,0.78,15.32,35.2,12,29.399,35.935,397.1,397.08,0.087186,0.077743,0
a13681,4.16,0.79,15.12,35.21,29,19.628,24.147,256.21,265.82,0.058209,0.052799,0
a13682,4.21,0.8,15.14,35.27,11,14.569,17.578,195.58,194.36,0.043205,0.038641,0
a13683,3.71,0.76,16.1,36.35,3,9.7283,11.708,131.31,129.55,0.02885,0.026111,0
a13684,3.37,0.74,16.93,38.52,5,7.8015,9.6654,108.37,106.95,0.023136,0.020579,0
a13685,3.62,0.74,15.51,36.44,2,7.1836,8.8039,98.679,97.416,0.021303,0.018795,0
a13686,3.76,0.8,16.51,34.59,7,18.44,22.623,252.52,250.22,0.054684,0.048606,0
a13687,2.47,1.08,28.54,52.75,3,18.989,23.435,261.2,259.17,0.056313,0.051094,0
a13688,2.74,0.98,25.17,47.62,2,21.1,26.472,287.24,292.01,0.062574,0.056787,0
a13689,3.01,0.94,20,38.96,16,33.485,41.393,460.7,457.71,0.099302,0.089896,0
a13690,3.43,0.77,17.75,37.24,1,7.3552,9.2952,103.97,102.83,0.021812,0.019467,0
a13691,3.01,0.94,19.51,41.4,2,17.959,22.21,247.65,245.63,0.053259,0.047689,0
a13692,2.75,0.99,23.35,45.92,7,31.253,38.781,420.87,427.8,0.092684,0.084648,0
a13693,2.59,1.01,25.37,50.02,4,9.9,11.829,132.15,130.85,0.029359,0.026088,0
a13694,2.51,1,23.06,47.98,5,31.691,39.237,436.75,433.87,0.093982,0.0833,0
a13695,2.75,0.97,21.13,44.64,2,17.839,22.192,240.81,244.8,0.052902,0.047453,0
a13696,2.67,0.95,19.96,43.69,10,25.949,31.968,341.34,352.11,0.076955,0.070443,0
a13697,2.95,0.89,18.48,41.02,9,34.716,43.384,484.12,479.84,0.10295,0.093903,0
a13698,3.1,0.71,16.32,38.09,9,21.152,26.971,300.32,298.25,0.062727,0.057155,0
a13699,2.8,0.73,17.65,40.35,11,18.779,22.923,254.31,253.4,0.055689,0.04953,0
a13700,2.56,0.9,18.96,42.74,7,23.817,29.489,319.7,325.27,0.07063,0.064312,0
a13701,2.6,0.71,16.6,38.54,14,23.714,28.979,315.77,319.79,0.070324,0.062459,0
a13702,2.3,0.93,19.52,43.68,10,16.551,20.284,220.48,223.79,0.049084,0.044702,0
a13703,,,,,1,33.405,4.6966,49.72,52.171,0.040478,0.040263,0
a13704,,,,,4,26.389,3.3513,34.988,37.176,0.031977,0.031692,0
a13705,,,,,5,67.736,11.123,119.43,123.73,0.082078,0.079875,0
a13706,,,,,2,26.324,3.516,37.891,39.126,0.031898,0.031729,0
a13707,,,,,1,25.713,3.3799,35.591,37.525,0.031158,0.030962,0
a13708,,,,,0,9.9297,1.5095,15.848,16.754,0.012032,0.012017,0
a13709,,,,,1,24.847,3.5925,38.557,39.961,0.030108,0.029827,0
a13710,,,,,0,13.56,1.701,18.405,18.937,0.016431,0.015973,0
a13711,,,,,4,32.689,4.2113,45.022,46.826,0.03961,0.038856,0
a13712,,,,,2,18.628,2.5169,26.956,27.991,0.022572,0.022338,0
a13713,,,,,1,21.817,2.9003,30.996,32.248,0.026437,0.025972,0
a13714,,,,,1,11.577,1.4555,15.051,16.131,0.014029,0.013903,0
a13715,,,,,1,19.374,2.4362,25.709,27.054,0.023476,0.022875,0
a13716,,,,,0,19.819,2.5499,27.275,28.354,0.024016,0.023566,0
a13717,,,,,0,10.546,1.4254,15.252,15.85,0.012779,0.012686,0
a13718,,,,,2,30.07,4.061,42.569,45.067,0.036437,0.036329,0
a13719,,,,,0,21.627,2.8935,30.865,32.166,0.026206,0.02564,0
a13720,,,,,4,49.554,6.6344,71.265,73.804,0.060046,0.059542,0
a13721,,,,,1,27.11,3.6045,38.522,40.078,0.032851,0.032279,0
a13722,,,,,0,26.519,3.6503,38.46,40.529,0.032135,0.03232,0
a13723,,,,,0,16.089,2.1984,23.124,24.405,0.019496,0.019452,0
a13724,,,,,1,19.664,2.6916,28.19,29.867,0.023828,0.023853,0
a13725,,,,,0,53.184,8.0133,85.858,89.121,0.064445,0.063095,528
a13726,,,,,2,45.568,6.3048,67.446,70.109,0.055216,0.053878,0
a13727,,,,,3,18.212,2.7864,29.396,30.941,0.022068,0.021654,0
a13728,,,,,1,36.514,4.9576,52.243,55.045,0.044246,0.043091,0
a13729,,,,,1,24.146,3.5408,37.413,39.325,0.029258,0.02927,0
a13730,,,,,0,27.22,3.5471,37.205,39.366,0.032984,0.032267,0
a13731,,,,,1,13.66,1.7683,18.973,19.669,0.016553,0.016255,0
a13732,,,,,0,20.175,2.8245,28.897,31.27,0.024447,0.024462,0
a13733,,,,,1,32.714,4.1563,44.911,46.265,0.03964,0.037974,516
a13734,,,,,0,22.644,2.8053,30.137,31.208,0.027438,0.026742,0
a13736,7.28,1.53,22.23,45.84,22,28.502,4.034,43.811,44.326,0.064405,0.059929,0
a13737,7.15,1.51,22.04,45.44,15,16.992,2.4691,26.235,27.077,0.038396,0.036198,0
a13738,7.07,1.5,21.94,45.23,10,15.691,2.2305,24.301,24.516,0.035458,0.032851,0
a13739,7.04,1.5,21.92,45.15,42,20.669,3.0138,30.3,32.895,0.046706,0.044513,0
a13740,7.16,1.5,22,45.28,20,15.281,2.2101,23.377,24.228,0.03453,0.032399,0
a13741,7.08,1.49,21.87,45.01,13,16.57,2.7293,26.8,29.731,0.037445,0.035724,0
a13742,7.03,1.48,21.75,44.74,2,13.382,2.0336,19.475,22.108,0.03024,0.028738,0
a13743,6.97,1.49,21.75,44.86,0,17.449,2.4485,26.629,26.908,0.039431,0.036455,0
a13744,6.94,1.49,21.75,44.89,1,8.046,1.1398,12.39,12.525,0.018182,0.01673,0
a13745,6.92,1.5,21.74,44.91,1,18.063,2.4984,27.758,27.51,0.040818,0.036952,0
a13746,6.87,1.47,21.57,44.48,2,11.161,1.5934,17.251,17.503,0.025222,0.023468,0
a13747,6.9,1.47,21.61,44.52,1,13.023,1.8257,19.398,20.022,0.029429,0.026841,0
a13748,6.91,1.47,21.59,44.45,1,14.339,2.0565,21.152,22.489,0.032403,0.030181,0
a13749,6.83,1.42,21.13,43.24,1,11.89,1.7437,17.781,19.055,0.026867,0.025154,0
a13750,6.85,1.46,21.48,44.22,1,11.239,1.559,15.993,17.045,0.025398,0.023474,0
a13751,6.82,1.46,21.45,44.18,2,19.66,2.8186,28.64,30.791,0.044426,0.041074,0
a13752,6.8,1.46,21.42,44.15,0,18.089,2.6623,26.997,29.078,0.040876,0.038643,0
a13753,6.73,1.46,21.35,44.07,0,24.892,3.5018,37.907,38.466,0.056249,0.051638,0
a13754,6.7,1.44,21.25,43.8,0,16.009,2.3031,24.806,25.288,0.036175,0.03382,0
a13755,6.75,1.44,21.32,43.9,2,21.735,3.1583,33.243,34.608,0.049115,0.046025,0
a13756,6.76,1.44,21.29,43.76,0,10.059,2.6601,28.357,29.18,0.02273,0.021642,0
a13757,6.94,1.47,21.62,44.5,2,12.685,1.8882,20.168,20.717,0.028665,0.026019,0
a13758,6.95,1.46,21.52,44.2,2,19.79,2.8385,29.247,31.046,0.04472,0.04164,0
a13759,7.13,1.49,21.87,44.96,12,17.881,2.6037,27.467,28.536,0.040406,0.036874,0
a13760,8.8,1.69,24.3,50.14,9,25.111,3.742,40.859,41.137,0.056743,0.051877,0
a13761,8.59,1.66,23.9,49.18,15,19.02,2.846,31.036,31.283,0.04298,0.039643,0
a13762,8.59,1.67,24.03,49.58,2,10.121,1.5233,16.746,16.757,0.022871,0.020937,0
a13763,8.51,1.65,23.88,49.22,8,15.478,3.1346,34.826,34.514,0.034976,0.032383,0
a13764,8.26,1.64,23.52,48.47,11,23.379,3.5287,38.865,38.822,0.052829,0.048099,0
a13765,7.82,1.57,22.83,46.93,11,29.303,4.2532,47.405,46.844,0.066215,0.059847,0
a13766,7.34,1.52,22.16,45.53,8,29.823,4.5686,49.373,50.177,0.067391,0.062347,0
a13767,7.44,1.56,22.49,46.44,7,24.336,3.6341,39.584,39.942,0.054991,0.050651,0
a13768,7.79,1.6,22.97,47.44,2,13.965,2.0925,23.069,23.024,0.031556,0.028681,0
a13769,7.93,1.6,23.1,47.6,3,16.102,2.4179,26.637,26.602,0.036387,0.032964,0
a13770,8.3,1.64,23.63,48.82,0,13.788,2.0839,22.804,22.913,0.031157,0.02884,0
a13771,7.74,1.64,23.11,48.08,2,11.744,1.7445,19.287,19.199,0.026538,0.023977,0
a13772,8.18,1.68,23.71,49.35,3,19.738,3.2522,35.793,35.778,0.044602,0.040388,0
a13773,8.58,1.7,24.15,50.04,3,24.112,3.6056,39.729,39.67,0.054486,0.049519,0
a13774,8.47,1.68,23.94,49.53,5,17.07,2.5662,28.143,28.222,0.038573,0.035133,0
a13775,8.19,1.67,23.69,49.19,5,10.225,1.5293,16.831,16.825,0.023106,0.020908,0
a13776,7.95,1.65,23.34,48.45,1,21.361,3.1374,35.083,34.565,0.048269,0.043579,0
a13777,8.18,1.64,23.52,48.69,0,12.202,1.8265,20.151,20.098,0.027572,0.02518,0
a13778,7.83,1.63,23.1,47.82,0,17.111,2.5312,28.263,27.883,0.038667,0.035747,0
a13779,7.52,1.61,22.81,47.35,10,14.474,2.1516,23.848,23.685,0.032708,0.029648,0
a13780,7.44,1.58,22.58,46.74,1,16.763,2.5216,27.818,27.747,0.037879,0.034387,0
a13781,7.31,1.58,22.48,46.74,1,20.617,3.0401,33.748,33.471,0.046588,0.04253,0
a13782,6.83,1.55,21.76,45.54,0,23.42,3.556,38.839,39.094,0.052923,0.04841,0
a13783,6.61,1.49,21.27,44.22,0,17.189,2.5516,28.349,28.095,0.038843,0.03501,0
a13784,6.24,1.4,20.43,42.28,0,23.165,3.4424,38.095,37.889,0.052347,0.047479,0
a13785,6.41,1.43,20.83,43.12,0,16.565,2.468,27.373,27.17,0.037433,0.034517,0
a13786,6.53,1.44,21,43.39,1,23.639,3.613,39.284,39.704,0.053417,0.049772,0
a13787,6.54,1.43,21,43.32,4,13.918,1.9871,21.512,21.828,0.031451,0.029002,0
a13788,6.41,1.4,20.72,42.74,3,24.658,3.5853,38.882,39.39,0.05572,0.051417,0
a13789,6.47,1.4,20.77,42.79,1,27.992,4.2108,46.566,46.344,0.063254,0.058256,0
a13790,6.28,1.38,20.4,42.01,3,14.147,2.1205,23.531,23.346,0.031968,0.02886,0
a13791,6.03,1.33,19.84,40.84,0,22.817,3.3821,37.453,37.228,0.05156,0.046611,0
a13792,6.47,1.39,20.71,42.58,0,26.499,3.8857,41.475,42.63,0.059881,0.055163,0
a13793,6,1.34,19.88,41.03,0,9.2786,1.3932,15.573,15.349,0.020967,0.019435,0
a13794,6.02,1.35,19.93,41.22,1,13.788,2.0801,22.47,22.846,0.031157,0.028966,0
a13795,6.07,1.37,20.1,41.66,1,13.778,2.0564,22.838,22.642,0.031133,0.028844,0
a13796,5.93,1.34,19.81,41.08,0,9.5283,1.4248,15.745,15.68,0.021531,0.019348,0
a13797,6.05,1.38,20.13,41.8,4,13.091,1.9566,21.786,21.548,0.029582,0.027267,0
a13798,6.24,1.47,20.63,43.19,1,34.061,5.3619,59.393,59.022,0.076969,0.06963,0
a13799,5.93,1.43,20.01,42.11,1,38.071,5.7144,62.867,62.863,0.086031,0.078101,0
a13800,5.7,1.4,19.48,40.98,0,15.92,2.7998,30.804,30.8,0.035975,0.032482,0
a13801,5.55,1.29,18.97,39.94,0,24.632,3.6872,40.362,40.544,0.055661,0.050772,0
a13802,5.75,1.35,19.43,40.37,0,21.132,3.109,34.561,34.234,0.047752,0.043066,0
a13803,5.72,1.36,19.38,40.48,2,30.639,4.5645,50.374,50.228,0.069236,0.062523,0
a13804,5.64,1.31,19.09,39.59,0,10.459,1.5646,17.054,17.198,0.023635,0.021482,0
a13805,5.4,1.23,18.52,38.73,3,31.737,4.8079,52.804,52.882,0.071716,0.065674,0
a13806,5.62,1.33,19.1,39.88,3,29.63,4.4606,48.748,49.041,0.066956,0.06158,0
a13807,5.85,1.38,19.75,41.38,0,31.211,4.8342,53.266,53.188,0.070529,0.06368,0
a13808,5.94,1.38,19.92,41.53,1,28.387,4.2294,46.481,46.522,0.064147,0.058324,0
a13809,5.87,1.31,19.62,40.58,0,17.455,2.6293,28.383,28.875,0.039442,0.036415,0
a13810,5.75,1.32,19.26,39.84,0,19.046,2.8649,31.292,31.495,0.043039,0.039909,0
a13811,5.52,1.22,18.73,38.93,0,20.934,3.1348,34.433,34.48,0.047305,0.043007,0
a13812,5.7,1.29,18.98,39.08,0,28.559,4.3344,47.798,47.692,0.064535,0.059339,0
a13813,5.44,1.18,18.4,37.91,0,14.859,2.2283,24.644,24.525,0.033578,0.030968,0
a13814,5.22,1.08,17.53,35.94,2,25.605,3.8288,41.851,42.096,0.057859,0.052876,0
a13815,5.39,1.16,18.13,37.22,3,40.776,6.612,72.613,72.726,0.092142,0.08421,0
a13816,5.51,1.2,18.6,38.45,1,27.893,4.1602,45.599,45.75,0.06303,0.05793,0
a13817,5.36,1.17,18.28,37.83,7,25.495,3.8517,42.228,42.358,0.057612,0.053563,0
a13818,5.38,1.18,18.33,38.04,0,8.2852,1.2485,13.871,13.746,0.018722,0.016886,0
a13819,5.35,1.15,18.17,38.11,0,38.056,5.8351,64.424,64.212,0.085995,0.077729,0
a13820,5.25,1.08,17.63,36.63,0,17.309,2.6805,29.47,29.486,0.039113,0.035491,0
a13821,5.28,1.1,17.75,37,0,28.595,4.3104,47.55,47.43,0.064617,0.058682,0
a13822,5.26,1.08,17.55,36.6,1,17.798,3.1553,34.604,34.701,0.040218,0.03663,0
a13823,5.35,1.13,18.14,37.73,0,11.193,2.2412,24.618,24.652,0.025292,0.023178,0
a13824,5.29,1.1,17.83,37.01,2,35.263,5.1673,57.296,56.885,0.079684,0.071554,0
a13825,5.25,1.07,17.59,36.34,0,9.7779,1.4775,16.284,16.256,0.022095,0.020067,0
a13826,5.3,1.11,17.96,37.16,8,24.585,3.7841,41.92,41.655,0.055556,0.051232,0
a13827,5.3,1.1,17.91,36.94,0,28.065,4.2182,46.404,46.403,0.063418,0.05771,0
a13828,5.26,1.07,17.59,36.17,0,15.53,2.3215,25.491,25.534,0.035094,0.032198,0
a13829,5.2,1,17.28,35.82,0,20.747,3.0256,33.577,33.31,0.046882,0.043171,0
a13830,,,,,2,50.265,8.0722,88.563,88.779,0.11797,0.10744,0
a13831,5.09,0.96,16.58,34.08,0,85.22,13.555,149.85,149.18,0.19623,0.18036,0
a13832,5.09,1.02,16.81,34.41,8,32.824,4.9796,54.806,54.782,0.074172,0.067418,0
a13833,5,1,16.32,33.15,8,40.677,6.3584,70.012,69.953,0.091919,0.083494,0
a13834,4.9,0.88,15.7,31.83,1,70.704,10.852,119.03,119.35,0.1628,0.14913,0
a13835,5.17,1.06,17.26,35.27,2,38.134,6.4037,70.628,70.462,0.086172,0.079071,0
a13836,5.48,1.16,18.19,37.18,1,26.166,3.9201,43.101,43.122,0.059128,0.053999,0
a13837,5.3,1.09,17.73,36.27,0,25.501,3.8042,41.757,41.841,0.057624,0.052691,0
a13838,5.43,1.16,18.2,37.29,2,25.209,3.7311,41.312,41.069,0.056966,0.051699,0
a13839,5.59,1.21,18.44,37.62,0,11.952,1.7912,19.467,19.682,0.027008,0.024877,0
a13840,5.65,1.23,18.64,38.05,3,31.742,4.7576,52.359,52.34,0.071728,0.065332,0
a13841,5.92,1.28,19.35,39.59,1,28.138,4.208,45.941,46.259,0.063583,0.058462,0
a13842,6.06,1.29,19.56,39.95,0,17.46,2.6434,29.256,29.095,0.039454,0.036728,0
a13843,6.32,1.36,20.28,41.59,2,31.175,4.7027,51.503,51.712,0.070446,0.065043,0
a13844,6.6,1.39,20.77,42.54,1,16.394,2.4684,26.962,27.137,0.037045,0.034397,0
a13845,6.59,1.38,20.59,42,0,15.265,2.3401,24.746,25.652,0.034495,0.032216,0
a13846,6.4,1.36,20.35,41.62,0,12.243,1.8392,20.151,20.225,0.027666,0.025352,0
a13847,6.37,1.34,20.07,40.85,0,12.529,1.901,20.725,20.895,0.028313,0.026422,0
a13848,6.28,1.33,20,40.81,2,16.789,2.5236,27.972,27.781,0.037938,0.03512,0
a13849,6.18,1.32,19.82,40.46,0,14.662,2.197,24.164,24.168,0.033131,0.030102,0
a13850,6.06,1.29,19.38,39.37,0,10.043,1.5086,16.78,16.613,0.022695,0.021006,0
a13851,5.85,1.25,18.9,38.44,1,14.885,2.1571,23.429,23.702,0.033637,0.031045,0
a13852,5.11,1.04,16.97,34.52,1,26.629,4.7613,52.419,52.382,0.060174,0.054783,0
a13853,5.3,1.08,17.56,35.75,1,37.687,5.6624,62.345,62.295,0.085161,0.077197,0
a13854,5.46,1.17,17.85,36.22,9,39.512,5.9138,65.28,65.077,0.089286,0.081126,0
a13855,4.86,0.91,15.68,31.64,1,29.573,4.933,54.43,54.281,0.066827,0.060116,0
a13856,4.98,1.01,16.24,32.64,2,16.056,2.3717,25.747,26.06,0.036281,0.033323,0
a13857,,,,,0,57.34,10.123,111.97,111.41,0.13458,0.12186,0
a13858,4.54,0.82,14.37,28.59,3,70.265,18.724,206.39,206.02,0.16179,0.14694,0
a13859,,,,,7,57.43,9.6542,106.79,106.26,0.13479,0.12239,0
a13860,4.44,0.83,14.38,28.49,0,22.448,4.7644,52.179,52.39,0.050725,0.046382,0
a13861,,,,,3,28.587,5.1473,57.348,56.69,0.067097,0.061568,0
a13862,,,,,1,35.608,6.3655,70.251,70.046,0.083574,0.075324,0
a13863,,,,,0,10.946,1.6973,18.876,18.69,0.025692,0.023132,0
a13864,,,,,0,20.275,3.1416,34.989,34.599,0.047587,0.04336,0
a13867,,,,,0,19.669,3.6009,36.049,39.962,0.020925,0.020477,0
a13868,,,,,1,23.72,4.4399,44.402,49.268,0.025235,0.024236,0
a13869,,,,,0,22.949,4.4486,44.625,49.38,0.024415,0.023729,0
a13870,,,,,1,29.133,5.6876,56.275,63.047,0.030994,0.030523,0
a13871,,,,,3,17.786,3.3615,32.324,37.16,0.018922,0.018209,0
a13872,,,,,1,37.37,7.319,71.566,81.038,0.039757,0.038846,0
a13873,,,,,3,25.979,4.8101,48.043,53.369,0.027638,0.027293,0
a13874,,,,,0,20.14,3.4795,36.375,38.784,0.021426,0.020663,0
a13875,,,,,1,18.688,3.5569,34.475,39.35,0.019881,0.019402,0
a13876,,,,,0,20.235,3.8044,37.883,42.198,0.021527,0.020862,0
